L8D2L1D1	9.032689302586058e-06
L1D1L8D1	9.032689302586058e-06
D2L3D2L4	9.032689302586058e-06
L3D2L3D1L3	9.032689302586058e-06
D2L5D2L3	9.032689302586058e-06
L7D2L2D1	9.032689302586058e-06
L2D1L2D1S1D1	9.032689302586058e-06
L6S4	9.032689302586058e-06
S1L7D1S1	9.032689302586058e-06
L1D1L2D1L1D1L1D1	9.032689302586058e-06
L1D3L1D1L1D1	9.032689302586058e-06
L2S1L4D2	9.032689302586058e-06
L6D2S1D1	9.032689302586058e-06
L6D1L3D2	9.032689302586058e-06
L2D1L4D3	9.032689302586058e-06
S1L10D1	9.032689302586058e-06
L5D5L2	9.032689302586058e-06
L1D1L1D1L1D1L1D3	9.032689302586058e-06
D1L2D4L1	9.032689302586058e-06
L3D1L3D5	9.032689302586058e-06
L1D2L2D2L2	9.032689302586058e-06
D7L1D2	9.032689302586058e-06
L1D3L2D1	9.032689302586058e-06
L4D2S1L3	9.032689302586058e-06
L9S2D1	9.032689302586058e-06
L1S1L3D1	9.032689302586058e-06
L1D1L9D1	9.032689302586058e-06
D1L5S1D1	9.032689302586058e-06
L1D1L6D4	9.032689302586058e-06
L6D1S1D2	9.032689302586058e-06
D2L1D2L1D4	9.032689302586058e-06
L1D1L1D1L2D1L1D1	9.032689302586058e-06
D4L2D1L1	9.032689302586058e-06
L2D1L7D2	9.032689302586058e-06
L4D1L1D6	9.032689302586058e-06
D1L1D3L2	9.032689302586058e-06
L1D2L4D2	9.032689302586058e-06
D7L3D2	9.032689302586058e-06
L5D1L2D3	9.032689302586058e-06
L3S1D7	9.032689302586058e-06
D1L1D1L1D1L1D1L2	9.032689302586058e-06
S3D3L6	9.032689302586058e-06
L3D2L2D2L1	9.032689302586058e-06
L3S1L4D2	9.032689302586058e-06
L6D1L1D4	9.032689302586058e-06
L5D1L5S1	9.032689302586058e-06
L3D1L4D1L3	9.032689302586058e-06
S1L8D3	9.032689302586058e-06
L1D1L2D6	9.032689302586058e-06
L5D1L2D2L1	9.032689302586058e-06
L6S2D3	9.032689302586058e-06
L1D1L4D1L5	9.032689302586058e-06
D3L1D1L1D2	9.032689302586058e-06
L5D1L1D1S1	9.032689302586058e-06
D4S1L7	9.032689302586058e-06
D6L3S1	9.032689302586058e-06
L1D4L2D4	9.032689302586058e-06
L2D6L4	9.032689302586058e-06
L1D1L1D1L1D1L6	9.032689302586058e-06
D4L5D2	9.032689302586058e-06
S1L5D4S1	9.032689302586058e-06
L3D1L6D1L1	9.032689302586058e-06
S1L5D1	9.032689302586058e-06
D3L7S2	9.032689302586058e-06
L7D1L2D2	9.032689302586058e-06
D4L5D1	9.032689302586058e-06
L5D2L2D3	9.032689302586058e-06
S2L6S2	9.032689302586058e-06
L1D1L7D1L2	9.032689302586058e-06
L2D1L1D1L1D4	9.032689302586058e-06
D6L3D1	9.032689302586058e-06
L1D1L2D1L1D2L2	9.032689302586058e-06
L4D5L1	9.032689302586058e-06
D1L1D2L3D1	9.032689302586058e-06
L1D1L2D1L2D1L1D1L1	9.032689302586058e-06
L1D1L2D1L1D4	9.032689302586058e-06
L1D2L5D2	9.032689302586058e-06
L2D1L1D1L5	9.032689302586058e-06
L2D1L2D1L5	9.032689302586058e-06
L2D2L5D1	9.032689302586058e-06
D1L1D1L1D2L1D1	9.032689302586058e-06
D4L1D1L1D1L1	9.032689302586058e-06
L4D2L4S1D1S1	9.032689302586058e-06
L1D1L1S1L1D1L1S1	9.032689302586058e-06
D3L3D3L2	9.032689302586058e-06
S1D11	9.032689302586058e-06
L4D2L2D2L1	9.032689302586058e-06
S1D2L7	9.032689302586058e-06
S1D1L10	9.032689302586058e-06
L7D4L3	9.032689302586058e-06
L2D1L2S2	9.032689302586058e-06
L8S2D2	9.032689302586058e-06
L2D2L1D1L2D1	9.032689302586058e-06
L6D1L1D1L3	9.032689302586058e-06
L1D1L2S1L2	9.032689302586058e-06
L8S1L2S1D1	9.032689302586058e-06
L4S1L5D2	9.032689302586058e-06
L4D3S2	9.032689302586058e-06
L1S3L1D1L2	9.032689302586058e-06
S1L8D1S1	9.032689302586058e-06
L3D1L3D2L3	9.032689302586058e-06
L3D2S2	6.774516976939544e-06
L7S1L5	6.774516976939544e-06
S2L4	6.774516976939544e-06
L1D1L1D1	6.774516976939544e-06
L4D2S3	6.774516976939544e-06
L6S1L1D1	6.774516976939544e-06
L3S1D2L4	6.774516976939544e-06
L1D1L1D1L2D2L1	6.774516976939544e-06
D2S1L3S1D2	6.774516976939544e-06
L11D1L1	6.774516976939544e-06
D1L2D1	6.774516976939544e-06
L3S1L2D3	6.774516976939544e-06
L5D2L9	6.774516976939544e-06
L2D2L3D1L3	6.774516976939544e-06
D3L15	6.774516976939544e-06
L5S1D1L1	6.774516976939544e-06
L4D2L3D1	6.774516976939544e-06
D2L1D2L1D3	6.774516976939544e-06
D1L1D1L1D1L1D5	6.774516976939544e-06
L16D2	6.774516976939544e-06
L10S1L7	6.774516976939544e-06
L2S1L3S1L1	6.774516976939544e-06
L1S1L1S1L1S1L1	6.774516976939544e-06
L4D3L3D1	6.774516976939544e-06
L5D5L1	6.774516976939544e-06
L5D1S2D1	6.774516976939544e-06
L9D4S1	6.774516976939544e-06
D18	6.774516976939544e-06
D1L3D2L4	6.774516976939544e-06
L2D1L10	6.774516976939544e-06
L1D1L1D2L1D2L1	6.774516976939544e-06
D1L3D5	6.774516976939544e-06
L2D2L1D2L1D1	6.774516976939544e-06
L16D4	6.774516976939544e-06
L9D3S1	6.774516976939544e-06
D1L2D1L4D1L1	6.774516976939544e-06
D4L3D1L2	6.774516976939544e-06
L4S1L1D4	6.774516976939544e-06
L7S1L7	6.774516976939544e-06
D1L2D1L2D1L1D1L1	6.774516976939544e-06
D2L9D2	6.774516976939544e-06
L1S1L7D1	6.774516976939544e-06
D1L2D2L2D3	6.774516976939544e-06
L6D1L6	6.774516976939544e-06
L2S1D4L2	6.774516976939544e-06
L5D1L1D1L1D1	6.774516976939544e-06
S3L3D4	6.774516976939544e-06
D2L4S2	6.774516976939544e-06
L6D1L1D1L2	6.774516976939544e-06
D3S1D2S1D4	6.774516976939544e-06
D4L15	6.774516976939544e-06
D6S1L4	6.774516976939544e-06
D1L4D1L2D1L1	6.774516976939544e-06
L2D1L5D1L2	6.774516976939544e-06
L1D5L1D5	6.774516976939544e-06
L4D2L1D1L2	6.774516976939544e-06
L4D1L4D2L1	6.774516976939544e-06
L6D2S1L2	6.774516976939544e-06
D2L14	6.774516976939544e-06
D8L6	6.774516976939544e-06
D2L11D2	6.774516976939544e-06
L1S1L9	6.774516976939544e-06
L3S1D2S1L3	6.774516976939544e-06
L10S3	6.774516976939544e-06
L5D1L5D2	6.774516976939544e-06
L1D3L1	6.774516976939544e-06
L4S2D3S1	6.774516976939544e-06
L3D1L2D2L1	6.774516976939544e-06
S2D7	6.774516976939544e-06
L1D1L5D1L1D2	6.774516976939544e-06
L1D1L1S1L5	6.774516976939544e-06
L6D2L2D2	6.774516976939544e-06
D1S1L6D1	6.774516976939544e-06
L2S1L1D1L2D1	6.774516976939544e-06
L1D1L2D3L1	6.774516976939544e-06
L3S1L1S1L3	6.774516976939544e-06
L5D2L2D1	6.774516976939544e-06
L9S1D4	6.774516976939544e-06
L2S1L2S1D4	6.774516976939544e-06
L3D1S1D2	6.774516976939544e-06
L4D9	6.774516976939544e-06
D4L2D4L2	6.774516976939544e-06
L2D1L1D1L2D2	6.774516976939544e-06
D1L2D1L2D1	6.774516976939544e-06
D2L5S1D2	6.774516976939544e-06
L6D3L1D1L1	6.774516976939544e-06
L1D1L2D2L3	6.774516976939544e-06
D3S1L5	6.774516976939544e-06
L2D1L2D1L4D1	6.774516976939544e-06
L2D1L1D1L1D1L1D1L1	6.774516976939544e-06
D4L6D4	6.774516976939544e-06
L9D1L3	6.774516976939544e-06
D1L12D1	6.774516976939544e-06
L3D1L6S1	6.774516976939544e-06
L2D2L2D1L1D1	6.774516976939544e-06
D3L3S3	6.774516976939544e-06
L9D7	6.774516976939544e-06
D2L5D2S1	6.774516976939544e-06
L3D1L9	6.774516976939544e-06
D1L1D8	6.774516976939544e-06
L4D3L7	6.774516976939544e-06
L2D2L3D2L2	6.774516976939544e-06
L2D1L1D1L3D2	6.774516976939544e-06
L6D3L5	6.774516976939544e-06
L1D3	6.774516976939544e-06
L1D2L3D3	6.774516976939544e-06
L3D3L3D2	6.774516976939544e-06
L1D2L6D1	6.774516976939544e-06
L6D2L5D2	6.774516976939544e-06
L2D1L3D1L2D1L2	6.774516976939544e-06
L2S1L2D1L4	6.774516976939544e-06
L1D1L1D1L1D1L1D1S1	6.774516976939544e-06
L4D7L1	6.774516976939544e-06
S1L10	6.774516976939544e-06
D1L1D1L3D1L2	6.774516976939544e-06
L1D2L6D2	6.774516976939544e-06
D2L3D2L1D1	6.774516976939544e-06
D1L3D2L5	6.774516976939544e-06
D1L1D2L2D1	6.774516976939544e-06
L4D1S2	6.774516976939544e-06
D5L1D3	6.774516976939544e-06
L4D2L2D4	6.774516976939544e-06
D1L3S1L4	6.774516976939544e-06
D5L3S1	6.774516976939544e-06
L5S1L1D2	6.774516976939544e-06
L2D1L1D2L1	6.774516976939544e-06
L3S1L3S1L3D4	6.774516976939544e-06
D1L15	6.774516976939544e-06
L1D1L2S1D3	6.774516976939544e-06
D8L5	6.774516976939544e-06
D4S1D3	6.774516976939544e-06
L2D2L9	6.774516976939544e-06
L7S1L6	6.774516976939544e-06
D1L3D1L1D1L2	6.774516976939544e-06
D1S1D2S1D4	6.774516976939544e-06
L8D1L2D1L2	6.774516976939544e-06
D2L2D1L1D1	6.774516976939544e-06
L4D1L1D1L4D1	6.774516976939544e-06
L1D1L3D1L1D1L1	6.774516976939544e-06
L1D3L2D3L1	6.774516976939544e-06
L2S1L1D4	6.774516976939544e-06
S1L4D1S1	6.774516976939544e-06
L4D1L1D3L1	6.774516976939544e-06
D1L1D4L1	6.774516976939544e-06
L3D7L1	6.774516976939544e-06
D1L5D1L2D1	6.774516976939544e-06
L3D2S1L2	6.774516976939544e-06
L4D1S3	6.774516976939544e-06
L7D2L7	6.774516976939544e-06
L2D2L6D2	6.774516976939544e-06
D1L1D1L8	6.774516976939544e-06
L7D2L5	6.774516976939544e-06
L1D1L2D5	6.774516976939544e-06
L1D2L2D3L1	6.774516976939544e-06
L1D4L7	6.774516976939544e-06
L3D3L1D1L1	6.774516976939544e-06
L8D4L4	6.774516976939544e-06
D2L2D6	6.774516976939544e-06
L6D1S1L1	6.774516976939544e-06
L1S1D1L6	6.774516976939544e-06
D1S1L5	6.774516976939544e-06
D1L11D1	6.774516976939544e-06
L1D2L1D2L1D2L1	6.774516976939544e-06
D2L7S2	6.774516976939544e-06
L2S1D2	6.774516976939544e-06
L2D2L1D1L2D3	6.774516976939544e-06
L1D2L1D2L4	6.774516976939544e-06
L1D1L1D1L3D1L2	6.774516976939544e-06
L3D1L2S2	6.774516976939544e-06
D2L10D2	6.774516976939544e-06
L2D2L1D1L4	6.774516976939544e-06
L1S1L1D1L5	6.774516976939544e-06
L1D1L7D1L1D1	6.774516976939544e-06
L1D3L1D1L2D1L2D1L2D1L2	6.774516976939544e-06
L2D6L1D1	6.774516976939544e-06
L4D1S1D1	6.774516976939544e-06
D4L1D1L1	6.774516976939544e-06
D3L9D2	6.774516976939544e-06
L1S1L5D4	6.774516976939544e-06
L1D1L3D2L2	6.774516976939544e-06
D1L4D1S1	6.774516976939544e-06
L1D1L1S1L6	6.774516976939544e-06
L2D3L3D1	6.774516976939544e-06
L6D5S1	6.774516976939544e-06
L1D2L2D2L3	6.774516976939544e-06
D1L4D2L3	6.774516976939544e-06
L4D1S1L2	6.774516976939544e-06
L6D2S1L3S1	6.774516976939544e-06
L3D4S3	6.774516976939544e-06
L10D8	6.774516976939544e-06
L7D2S1L2	6.774516976939544e-06
D5L2D5	6.774516976939544e-06
L2S1L10	6.774516976939544e-06
L2D1L1D2L4	6.774516976939544e-06
L10D4S1	6.774516976939544e-06
D1L3D1L1D1L3	6.774516976939544e-06
L1D2L2D1L2D2	6.774516976939544e-06
L1D1L1D1L5D1	6.774516976939544e-06
L6S2D1	6.774516976939544e-06
L1S1L6D3	6.774516976939544e-06
L4D1L2D1L3	6.774516976939544e-06
L1D3L2D4	6.774516976939544e-06
L6D3L6	6.774516976939544e-06
D1S1L8S1D1	6.774516976939544e-06
L3D2L1D2L1	6.774516976939544e-06
L1D1L1D1L3D1L1	6.774516976939544e-06
L1D1L2D2L2D1	6.774516976939544e-06
D2L3S1	6.774516976939544e-06
D4L1D1L1D1L2	6.774516976939544e-06
L1S1L1D4	6.774516976939544e-06
L4D1L4S2	6.774516976939544e-06
D6S1D1	6.774516976939544e-06
D1L4S1L2	6.774516976939544e-06
L1D2L1D1L1D1L1D1	6.774516976939544e-06
D1L5S1D2	6.774516976939544e-06
L2D11	6.774516976939544e-06
L3D3L2S1	6.774516976939544e-06
L1D2L4S1	6.774516976939544e-06
D3L7D3	6.774516976939544e-06
L4S1L3D4	6.774516976939544e-06
L3S1L4S1D2	6.774516976939544e-06
L13D2S1	6.774516976939544e-06
D1L4D1L4D1	6.774516976939544e-06
D7L1S1	6.774516976939544e-06
L8S1L1	6.774516976939544e-06
L8D2L4	6.774516976939544e-06
D4L2D5	6.774516976939544e-06
L1D1L1D1L2D1L2D1	6.774516976939544e-06
D8S1	6.774516976939544e-06
L4D1L1D1L1D1L1	6.774516976939544e-06
D1L4D5	6.774516976939544e-06
L1D2L5S1	6.774516976939544e-06
L1D2L4D2L3	6.774516976939544e-06
L1D2L1D2L1D1L1D1	6.774516976939544e-06
L4D1L1S1L1	6.774516976939544e-06
L1S1L4S1L1	6.774516976939544e-06
L1D1L3D1L6	6.774516976939544e-06
L6S1L4D1	6.774516976939544e-06
L1D1L1D1L3D2L1	6.774516976939544e-06
L1D2L1D1L7	6.774516976939544e-06
S1D2L8	6.774516976939544e-06
L1D1L1D1L3D1L1D1	6.774516976939544e-06
L1D1L3D1L5	6.774516976939544e-06
L1D1L3S1L2	6.774516976939544e-06
S2L10	6.774516976939544e-06
D4L1D2L2	6.774516976939544e-06
L2D1L1D1L1D1L2D1	6.774516976939544e-06
L1D1L1D2L1D2L1D2	6.774516976939544e-06
L2D1L2D2L1D1L1	6.774516976939544e-06
L5D1L1D1L2D2	6.774516976939544e-06
D2L5D2L2	6.774516976939544e-06
L2D4L3D3	6.774516976939544e-06
L6D3S1L2	6.774516976939544e-06
D5S1L6	6.774516976939544e-06
D1L3S1L3D1L3	6.774516976939544e-06
L1D2L4D1L2	6.774516976939544e-06
D2L4D5	6.774516976939544e-06
L3D4L3S1	6.774516976939544e-06
D1L2D1L7	6.774516976939544e-06
L2D2L3D2L3	6.774516976939544e-06
L3D1L1D1L1D1L1	6.774516976939544e-06
L5D1L4S1	6.774516976939544e-06
L1D1L4D3L1	6.774516976939544e-06
L5S1L2S1	6.774516976939544e-06
L1D1L2S1L1D1L1	6.774516976939544e-06
L4D4S4	6.774516976939544e-06
L3S1L3S1L5	6.774516976939544e-06
L1D2L1D2L3	6.774516976939544e-06
L3D2S1L4	6.774516976939544e-06
L2D2L2D1L3	6.774516976939544e-06
L4D2S1L5	6.774516976939544e-06
L2S1D2L6	6.774516976939544e-06
L2D1L1D2L1D2	6.774516976939544e-06
L6S1L4D2	6.774516976939544e-06
L9D1S2	6.774516976939544e-06
L2D1L1D1L3D1L3	6.774516976939544e-06
L2S1L4D4	6.774516976939544e-06
L13D1S1	6.774516976939544e-06
L6S1D2L3	6.774516976939544e-06
L1D1L2D1L1S2	6.774516976939544e-06
L1S1L3D1L1	6.774516976939544e-06
D1L7S1D1	6.774516976939544e-06
L4D2L3D2L1	6.774516976939544e-06
L1D1L1D3L2	6.774516976939544e-06
L9D1S1D1	6.774516976939544e-06
S3L3D3	6.774516976939544e-06
D2L2D1L5D2	6.774516976939544e-06
L2D4L2D2	6.774516976939544e-06
D1L1D1L1D1L1D1L1D1L1D1	6.774516976939544e-06
L1D4S1D2	6.774516976939544e-06
S1D1L4S1D1	6.774516976939544e-06
L3S1L1D1L1D1	6.774516976939544e-06
D1L5D1L1D1	6.774516976939544e-06
D6L3D2	6.774516976939544e-06
L2D1L6D1L1	6.774516976939544e-06
L1D1L1D2L1D1L1D1	6.774516976939544e-06
D1L2D1L3D1L1	6.774516976939544e-06
L1D1L1D1L1D1L4D1L1	6.774516976939544e-06
D7S1L2	6.774516976939544e-06
D5L3D1	6.774516976939544e-06
D1L1D3L6	6.774516976939544e-06
L8D10	6.774516976939544e-06
D2L5D1L4	6.774516976939544e-06
L1D1L3D2L3	6.774516976939544e-06
D1L5D1L4D1	6.774516976939544e-06
L7S1D3S1	6.774516976939544e-06
L4S1L3S1D2	6.774516976939544e-06
D2L2D1L2D2	6.774516976939544e-06
S2L4D2	6.774516976939544e-06
L2D1L6D2	6.774516976939544e-06
L2D1L2D1L5D1	6.774516976939544e-06
L4D1S1D4	6.774516976939544e-06
L2D1L2D1L3D3	6.774516976939544e-06
L1D1L4D1L1D1L3	6.774516976939544e-06
L1D1L1D2L3D1	6.774516976939544e-06
L2D2L2D2L4	6.774516976939544e-06
D1L1D1L1D1L1D1L1D2	6.774516976939544e-06
D1L5D2L4	6.774516976939544e-06
L6S3D2	6.774516976939544e-06
L1D1L1D1L1D2L1D2	6.774516976939544e-06
L2D2L3D1S1	6.774516976939544e-06
L2D1L1D2L3	6.774516976939544e-06
L4D1S1D1S1	6.774516976939544e-06
L5S1L3D1	6.774516976939544e-06
L3D3L2D3L1	6.774516976939544e-06
L1D1L1D1L1D1L1D1L1D1L2	6.774516976939544e-06
S1L2D3L3	6.774516976939544e-06
L8D1S1D2	6.774516976939544e-06
L2S1D2L3	6.774516976939544e-06
S1L9D1	6.774516976939544e-06
L1D3L1D1L1	6.774516976939544e-06
L1D1S1L2D1	6.774516976939544e-06
L1D1L3D1L1D1L1D1	6.774516976939544e-06
L5S1D2S1D2	6.774516976939544e-06
L3D2L1D1L1D1	6.774516976939544e-06
S1L6S1D3	6.774516976939544e-06
L1D1L6D2L1	6.774516976939544e-06
L2D2L1D1L1D3	6.774516976939544e-06
D1L2D1L1D2L1D1L1	6.774516976939544e-06
L5D2L2S1	6.774516976939544e-06
D2L2D3L2	6.774516976939544e-06
D5L5D1	6.774516976939544e-06
L1S1L10	6.774516976939544e-06
D3L3S3L3	6.774516976939544e-06
L1D1L3D1L1D1L2	6.774516976939544e-06
L4D6S1	6.774516976939544e-06
D6S1L5	6.774516976939544e-06
L4D1L3D3	6.774516976939544e-06
L2D2L2S1	6.774516976939544e-06
L1D1L2D1L4D1L2	6.774516976939544e-06
D1L3D1L2D1L1	6.774516976939544e-06
L1D6L4	6.774516976939544e-06
L2D8L1	6.774516976939544e-06
L1D1L2D1L4D1L1	6.774516976939544e-06
L6D1L2D2	6.774516976939544e-06
L3D2L1D1L3	6.774516976939544e-06
D2L6S2L2	6.774516976939544e-06
L2D2L1S1L2	6.774516976939544e-06
L5D1L2D1L3	6.774516976939544e-06
L5D3L3D1	6.774516976939544e-06
L1D1L3D1L1D1L3	6.774516976939544e-06
D2L5D1L2D2	6.774516976939544e-06
L2D4L1D1L1	6.774516976939544e-06
D1L6D4L1	6.774516976939544e-06
L1D1L3D1L2D4	6.774516976939544e-06
S1L4D1L2	6.774516976939544e-06
D1L1D2L1D2	6.774516976939544e-06
L5S1D2S1L3	6.774516976939544e-06
S1L1S1L1S1L1D1L1D1L1D1L1	6.774516976939544e-06
L2D1L2D2L2D1	6.774516976939544e-06
S1L2D1L4	6.774516976939544e-06
S1L9S1D1	6.774516976939544e-06
D2L1D1L1D4L1	6.774516976939544e-06
L1D2L2D1L3D1	6.774516976939544e-06
L4D1L1D5	6.774516976939544e-06
L2D1L2D1L3D1L2	6.774516976939544e-06
L1D1L1D1L1D1L1S1	6.774516976939544e-06
L2D1L1D1L7	6.774516976939544e-06
L2D1L2D1S1	6.774516976939544e-06
L2D1L7D1L1	6.774516976939544e-06
L2D1L8D1	6.774516976939544e-06
L4D1L3S2	6.774516976939544e-06
D10L4	6.774516976939544e-06
D1L1D1L1D1L2D1	6.774516976939544e-06
L1D1L3D1L1D4	6.774516976939544e-06
D3S1D3S1D3	6.774516976939544e-06
L1D1L7D2L1	6.774516976939544e-06
L12D1L2	6.774516976939544e-06
L3D1L2D1L2D1L2	6.774516976939544e-06
D1L3D2L1D1L1	6.774516976939544e-06
L7S1D2S1L1	6.774516976939544e-06
L1D1L1D3L1	6.774516976939544e-06
L6D2S3	6.774516976939544e-06
L1D1L1D1L1D1L1D1L1D3	6.774516976939544e-06
L4D3S3	6.774516976939544e-06
L8D1S1D1	6.774516976939544e-06
D1L6D1L2D1	6.774516976939544e-06
D2S1L8	6.774516976939544e-06
L1D3L1D1L4D1	6.774516976939544e-06
L5D1L3D3	6.774516976939544e-06
S1L3D1L2	6.774516976939544e-06
L4D3L3S1	6.774516976939544e-06
D1L4D1L1D1L2S1L3	6.774516976939544e-06
L3D1S1D1L2	6.774516976939544e-06
L4D4S3	6.774516976939544e-06
D1L2D1L1D1L1D1L2	6.774516976939544e-06
L2D3S1	6.774516976939544e-06
S1L3D4S1	6.774516976939544e-06
L7S2D3	6.774516976939544e-06
D3L3S2	6.774516976939544e-06
L5D2S1L2	6.774516976939544e-06
D3L3S1	6.774516976939544e-06
D1L2S1L2D2	6.774516976939544e-06
L1D2L4D3	6.774516976939544e-06
D2L5D1L2	6.774516976939544e-06
L2D2L1S1	6.774516976939544e-06
L17S1L2	6.774516976939544e-06
L4S1D3S1	6.774516976939544e-06
L2S1D1L3S1	6.774516976939544e-06
L6D1L4D2	6.774516976939544e-06
D3L7D1	6.774516976939544e-06
L2D7L1	6.774516976939544e-06
L1D2L6D3	6.774516976939544e-06
L3S1D3L3S1	6.774516976939544e-06
S2L5	6.774516976939544e-06
L1D1L3D1L3D1L1	6.774516976939544e-06
D1L1D1L6D1	6.774516976939544e-06
D1L2D1L1D4	6.774516976939544e-06
L2D3S1D2	6.774516976939544e-06
L3D8L1	6.774516976939544e-06
L2D4L3S1	6.774516976939544e-06
L7S2D1	6.774516976939544e-06
L3D2L3D1L1	6.774516976939544e-06
L5S2D1	6.774516976939544e-06
L9D2S2	6.774516976939544e-06
L3D1L1D2L2	6.774516976939544e-06
L3S1L6D2	6.774516976939544e-06
L2D1L2D1L1D1L2	6.774516976939544e-06
L1S1L1D1L6	6.774516976939544e-06
D2L5D2L1	6.774516976939544e-06
D1L2D1L2D1L1D1	6.774516976939544e-06
L1S1L1D7	6.774516976939544e-06
L2D2L1D2L2	6.774516976939544e-06
L3S1L5D3	6.774516976939544e-06
L2S2D4	6.774516976939544e-06
L3S1L3D1L2	6.774516976939544e-06
L1D1L2D1L1D1L1S1	6.774516976939544e-06
L1D2L7D2	6.774516976939544e-06
D2L1D2L1D1	6.774516976939544e-06
L1D1L6D1L3	6.774516976939544e-06
L2D2L3S1	6.774516976939544e-06
L1D1L1D2L1D1L1D2	6.774516976939544e-06
D4L1D1L1D3	6.774516976939544e-06
L4S1L3S1L5D2	6.774516976939544e-06
L2S1L4D3	6.774516976939544e-06
L5D1L1D2L1	6.774516976939544e-06
D4L1S1L4	6.774516976939544e-06
L2D2L1D1L3D1	6.774516976939544e-06
L1D5L6	6.774516976939544e-06
D3L1S1L3S1L7	6.774516976939544e-06
L3D3S1L3D1	6.774516976939544e-06
L2D2L6D1	6.774516976939544e-06
D1L5D1S1	6.774516976939544e-06
D1S1L1D2L1S1D1L1	6.774516976939544e-06
L1D2L1D1	4.516344651293029e-06
S1L10D2	4.516344651293029e-06
L2S1L3S1L5	4.516344651293029e-06
D3L1D1L1D4	4.516344651293029e-06
D5L10	4.516344651293029e-06
L5D2L2D2	4.516344651293029e-06
L1D3L3D3	4.516344651293029e-06
L7S1D1S1	4.516344651293029e-06
L2D1L1D1L4D1	4.516344651293029e-06
S1L5D1L5	4.516344651293029e-06
L6S1L2D1	4.516344651293029e-06
L4D1L1S1	4.516344651293029e-06
L3D2L8	4.516344651293029e-06
L4S1L1D1L1	4.516344651293029e-06
L1D1L1D1L2D2L1D1	4.516344651293029e-06
L1D3L8	4.516344651293029e-06
L1D2L1D1L2D2	4.516344651293029e-06
D8L6D2	4.516344651293029e-06
D2L3D3L4	4.516344651293029e-06
S1L3S1D3S1	4.516344651293029e-06
L1S1L2S1L2	4.516344651293029e-06
L1S1L3D1L2D1S1	4.516344651293029e-06
L2D1L2S1L1S1	4.516344651293029e-06
L2S1D2L2	4.516344651293029e-06
L4D1L1D1L3D1	4.516344651293029e-06
L4S1L3S1L6	4.516344651293029e-06
D4L7D4	4.516344651293029e-06
L3S1L2D1S1	4.516344651293029e-06
D6S1L1	4.516344651293029e-06
L1S1D4	4.516344651293029e-06
D5S3	4.516344651293029e-06
L1S1L2D1L4	4.516344651293029e-06
L4D3L6	4.516344651293029e-06
L6D1L1D1S1	4.516344651293029e-06
L1S1L2S1D1L6	4.516344651293029e-06
L2D2L3D1L2D1	4.516344651293029e-06
L7S1D3L2	4.516344651293029e-06
L5S1L1D1L1	4.516344651293029e-06
L5S1L2S1D4	4.516344651293029e-06
L4D1L1S1D1	4.516344651293029e-06
D1L1S1D3	4.516344651293029e-06
L3S1L9	4.516344651293029e-06
L18D2	4.516344651293029e-06
L4S1L4S1	4.516344651293029e-06
L5S2L1	4.516344651293029e-06
L7D1L7D1	4.516344651293029e-06
L1S1L2S1L1D2	4.516344651293029e-06
L1D1L1D1L2D1L1D2	4.516344651293029e-06
L1D12	4.516344651293029e-06
L2D1L1D1L6	4.516344651293029e-06
L9D1L5	4.516344651293029e-06
L1S1L3	4.516344651293029e-06
D1S1D2S1D2	4.516344651293029e-06
L8S1L5	4.516344651293029e-06
L7S1D1S1D1	4.516344651293029e-06
L10D3S1	4.516344651293029e-06
L5S1L3S1D2	4.516344651293029e-06
L1D1L1D1L4D1L1	4.516344651293029e-06
L3S1L3S1L3D1	4.516344651293029e-06
D1L1D2L3D2	4.516344651293029e-06
L1D4S1	4.516344651293029e-06
S1D4S1	4.516344651293029e-06
D1L2D1L3D2	4.516344651293029e-06
D1L3D1L1D1L1D1	4.516344651293029e-06
L2S1L3D1L1	4.516344651293029e-06
S1L4	4.516344651293029e-06
S1L2D1L7	4.516344651293029e-06
L5D5L4	4.516344651293029e-06
L2S1L3S1L2D1	4.516344651293029e-06
S1L6D1L2	4.516344651293029e-06
S1L5S1L1	4.516344651293029e-06
L1D1L5S1L1	4.516344651293029e-06
L1D1L1D1L4D3	4.516344651293029e-06
D4L2D2L2	4.516344651293029e-06
D1L1D1L1D1L1D1L3	4.516344651293029e-06
L6D1L9	4.516344651293029e-06
L4S1L3S1D4	4.516344651293029e-06
D2L3D3L2	4.516344651293029e-06
L5S1D3S1	4.516344651293029e-06
D1L3D1	4.516344651293029e-06
L8D1L3D1	4.516344651293029e-06
L3D3L1D3L1	4.516344651293029e-06
D4L1D3L1	4.516344651293029e-06
S1L3S1L3	4.516344651293029e-06
L2D1L1D1	4.516344651293029e-06
L2D4S1L3S1	4.516344651293029e-06
L3S1L3D1L1	4.516344651293029e-06
L3D2L1D2L3	4.516344651293029e-06
L1D1L2D1L2D1L2D1	4.516344651293029e-06
D3S1L3S1D3	4.516344651293029e-06
D1L1D2L1D2L2	4.516344651293029e-06
L1S1L1S1L5	4.516344651293029e-06
S1L3D1L2S3	4.516344651293029e-06
L2D1S1D4	4.516344651293029e-06
S1L4D1L1D1	4.516344651293029e-06
D5L4D2	4.516344651293029e-06
L3D1L1D2L1D2	4.516344651293029e-06
L1S1L4S1L4	4.516344651293029e-06
L5D2L6D2	4.516344651293029e-06
L4D1L2D1L4	4.516344651293029e-06
L4S1D2L1	4.516344651293029e-06
